"id","import_id","time","import_time","project_code","product_name","part_no","origin","quantity","seri_number","deleted","statistical_id"
305,"4513626302",2025-10-24 15:48:21.602,2025-10-24 15:48:21.602,ES755-A2501,,"1P6SL3055-0AA00-5CA2",,1,ST-T96085038,false,
304,"4513626302",2025-10-24 15:47:41.502,2025-10-24 15:47:41.502,ES755-A2501,,"1P6SL3055-0AA00-5CA2",,1,ST-T96085178,false,
303,"4513626302",2025-10-24 15:47:18.114,2025-10-24 15:47:18.114,ES755-A2501,,"1P6SL3055-0AA00-5CA2",,1,ST-T96085039,false,
302,"4513626302",2025-10-24 15:46:45.045,2025-10-24 15:46:45.045,ES755-A2501,,"1P6SL3055-0AA00-5CA2",,1,ST-T96085040,false,
301,"4513626302",2025-10-24 15:46:02.474,2025-10-24 15:46:02.474,ES755-A2501,,"1P6SL3055-0AA00-5CA2",,1,ST-T96085185,false,
300,"4513626302",2025-10-24 15:45:49.434,2025-10-24 15:45:49.434,ES755-A2501,,"1P6SL3055-0AA00-5CA2",,1,ST-T96085033,false,
298,"4513626302",2025-10-24 15:42:09.908,2025-10-24 15:42:09.908,ES755-A2501,,"1P6SL3055-0AA00-5CA2",,1,ST-T96085035,false,
293,"4513626302",2025-10-24 15:33:55.154,2025-10-24 15:33:55.154,ES755-A2501,,"1P6GK59921AG008AA0+SVPT8445628",,1,"",true,
290,"4513626302",2025-10-24 15:29:05.200,2025-10-24 15:29:05.200,ES755-A2501,,"1P6GK59921AG008AA0",,1,SVPT8445753,false,
286,"4513626302",2025-10-24 15:20:46.924,2025-10-24 15:20:46.924,ES755-A2501,"","1P6GK59921AG008AA0","",1,SVPT8445628,false,
285,"4513626302",2025-10-24 15:20:24.770,2025-10-24 15:20:24.770,ES755-A2501,,"6GK5992-1AG00-8AA0",,1,"1P6GK59921AG008AA0+SVPT8445522",true,
282,"4513626302",2025-10-24 15:17:22.498,2025-10-24 15:17:22.498,ES755-A2501,,"6GK5992-1AG00-8AA0",,1,SVPT8445522,false,
281,"4513626302",2025-10-24 15:16:29.687,2025-10-24 15:16:29.687,ES755-A2501,,"6GK5992-1AG00-8AA0",,8,"1P6GK59921AG008AA0+SVPT8445628",true,
280,"4513626302",2025-10-24 15:14:00.598,2025-10-24 15:14:00.598,ES755-A2501,,"6XV1840-2AH10",,1,"3P4019169400473",false,
279,"4513626302",2025-10-24 15:10:27.067,2025-10-24 15:10:27.067,ES755-A2501,,"6SL3000-0EH41-4AA0",,1,SBKO25081201020408U,false,
278,"4513626302",2025-10-24 15:10:12.950,2025-10-24 15:10:12.950,ES755-A2501,,"6SL3000-0EH41-4AA0",,1,SBKO25081201020410N,false,
277,"4513626302",2025-10-24 15:09:44.191,2025-10-24 15:09:44.191,ES755-A2501,,"6SL3000-0EH41-4AA0",,1,SBKO25081201020409V,false,
276,"4513626302",2025-10-24 15:08:02.588,2025-10-24 15:08:02.588,ES755-A2501,,"6SL3000-0EH41-4AA0",,1,SBKO25081201020412P,false,
275,"4513626302",2025-10-24 15:05:42.760,2025-10-24 15:05:42.760,ES755-A2501,,SBKO25081201020412P,,1,SBKO25081201020412P,true,
274,TEST,2025-10-22 16:35:16.549,2025-10-22 16:35:16.549,TEST,TEST,TEST,TEST,1,"8936036829150",true,202602
273,PO4305,2025-10-17 16:35:16.549,2025-10-17 16:35:16.549,ES755-A2501,,"950112",,1,"20263990000000170151274",false,201837
272,PO4305,2025-10-17 16:30:33.130,2025-10-17 16:30:33.130,ES755-A2501,,"950112",,1,"20263990000000170151172",false,201837
271,PO4305,2025-10-17 16:30:23.538,2025-10-17 16:30:23.538,ES755-A2501,,"950112",,1,"20263990000000170151182",false,201837
270,PO4305,2025-10-17 16:30:16.993,2025-10-17 16:30:16.993,ES755-A2501,,"950112",,1,"20263990000000170151154",false,201837
269,PO4305,2025-10-17 16:29:57.871,2025-10-17 16:29:57.871,ES755-A2501,,"950112",,1,"20263990000000170151165",false,201837
268,PO4305,2025-10-17 16:29:44.318,2025-10-17 16:29:44.318,ES755-A2501,,"950112",,1,"20263990000000170151296",false,201837
267,PO4305,2025-10-17 16:29:33.677,2025-10-17 16:29:33.677,ES755-A2501,,"950112",,1,"20263990000000170151295",false,201837
266,PO4305,2025-10-17 16:29:23.991,2025-10-17 16:29:23.991,ES755-A2501,,"950112",,1,"20263990000000170151179",false,201837
265,PO4305,2025-10-17 16:29:11.000,2025-10-17 16:29:11.000,ES755-A2501,,"950112",,1,"20263990000000170151205",false,201837
264,PO4305,2025-10-17 16:29:02.405,2025-10-17 16:29:02.405,ES755-A2501,,"950112",,1,"20263990000000170151180",false,201837
263,PO4305,2025-10-17 16:28:36.018,2025-10-17 16:28:36.018,ES755-A2501,,"950112",,1,"20263990000000170151175",false,201837
262,PO4305,2025-10-17 16:28:24.695,2025-10-17 16:28:24.695,ES755-A2501,,"950112",,1,"20263990000000170151199",false,201837
261,PO4305,2025-10-17 16:28:11.154,2025-10-17 16:28:11.154,ES755-A2501,,"950112",,1,"20263990000000170151123",false,201837
260,PO4305,2025-10-17 16:28:01.412,2025-10-17 16:28:01.412,ES755-A2501,,"950112",,1,"20263990000000170151297",false,201837
259,PO4305,2025-10-17 16:25:53.443,2025-10-17 16:25:53.443,ES755-A2501,,"950112",,1,"20263990000000170151286",false,201837
258,PO4305,2025-10-17 16:25:40.932,2025-10-17 16:25:40.932,ES755-A2501,,"950112",,1,"20263990000000170151167",false,201837
257,PO4305,2025-10-17 16:25:30.334,2025-10-17 16:25:30.334,ES755-A2501,,"950112",,1,"20263990000000170151156",false,201837
256,PO4305,2025-10-17 16:25:04.376,2025-10-17 16:25:04.376,ES755-A2501,,"950112",,1,"20263990000000170151285",false,201837
255,PO4305,2025-10-17 16:24:28.973,2025-10-17 16:24:28.973,ES755-A2501,,"950112",,1,"20263990000000170151277",false,201837
254,PO4305,2025-10-17 16:24:09.144,2025-10-17 16:24:09.144,ES755-A2501,,"950112",,1,"20263990000000170151195",false,201837
253,PO4305,2025-10-17 16:23:45.004,2025-10-17 16:23:45.004,ES755-A2501,,"950112",,1,"20263990000000170151174",false,201837
252,PO4305,2025-10-17 16:23:26.752,2025-10-17 16:23:26.752,ES755-A2501,,"950112",,1,"20263990000000170151188",false,201837
251,PO4305,2025-10-17 16:10:23.468,2025-10-17 16:10:23.468,ES755-A2501,,"950112",,1,"20263990000000170151125",false,201837
250,PO4305,2025-10-17 16:10:15.983,2025-10-17 16:10:15.983,ES755-A2501,,"950112",,1,"20263990000000170151161",false,201837
249,PO4305,2025-10-17 16:09:57.668,2025-10-17 16:09:57.668,ES755-A2501,,"950112",,1,"20263990000000170151220",false,201837
248,PO4305,2025-10-17 16:09:48.090,2025-10-17 16:09:48.090,ES755-A2501,,"950112",,1,"20263990000000170151303",false,201837
247,PO4305,2025-10-17 16:09:39.616,2025-10-17 16:09:39.616,ES755-A2501,,"950112",,1,"20263990000000170151284",false,201837
246,PO4305,2025-10-17 16:09:21.631,2025-10-17 16:09:21.631,ES755-A2501,,"950112",,1,"20263990000000170151292",false,201837
245,PO4305,2025-10-17 16:09:10.190,2025-10-17 16:09:10.190,ES755-A2501,,"950112",,1,"20263990000000170151302",false,201837
244,PO4305,2025-10-17 16:08:57.550,2025-10-17 16:08:57.550,ES755-A2501,,"950112",,1,"20263990000000170151287",false,201837
243,PO4305,2025-10-17 16:08:28.163,2025-10-17 16:08:28.163,ES755-A2501,,"950112",,1,"20263990000000170151176",false,201837
242,PO4305,2025-10-17 16:08:16.417,2025-10-17 16:08:16.417,ES755-A2501,,"950112",,1,"20263990000000170151278",false,201837
241,PO4305,2025-10-17 16:08:03.284,2025-10-17 16:08:03.284,ES755-A2501,,"950112",,1,"20263990000000170151288",false,201837
240,PO4305,2025-10-17 16:03:35.122,2025-10-17 16:03:35.122,ES755-A2501,,"950112",,1,"20263990000000170151305",false,201837
239,PO4305,2025-10-17 16:03:24.198,2025-10-17 16:03:24.198,ES755-A2501,,"950112",,1,"20263990000000170151122",false,201837
238,PO4305,2025-10-17 16:02:59.209,2025-10-17 16:02:59.209,ES755-A2501,,"950112",,1,"20263990000000170151282",false,201837
237,PO4305,2025-10-17 16:02:38.844,2025-10-17 16:02:38.844,ES755-A2501,,"950112",,1,"20263990000000170151273",false,201837
236,PO4305,2025-10-17 16:01:12.108,2025-10-17 16:01:12.108,ES755-A2501,,"950112",,1,"20263990000000170151162",false,201837
235,PO4305,2025-10-17 16:00:57.272,2025-10-17 16:00:57.272,ES755-A2501,,"950112",,1,"20263990000000170151294",false,201837
234,PO4305,2025-10-17 16:00:02.395,2025-10-17 16:00:02.395,ES755-A2501,,"950112",,1,"20263990000000170151170",false,201837
233,PO4305,2025-10-17 15:55:37.771,2025-10-17 15:55:37.771,ES755-A2501,,"950112",,1,"20263990000000170151283",false,201837
232,PO4305,2025-10-17 15:55:17.234,2025-10-17 15:55:17.234,ES755-A2501,,"950112",,1,"20263990000000170151268",false,201837
174,PO4297,2025-10-17 11:33:50.746,2025-10-17 11:33:50.746,ES755-A2501,,"8-008099110249",,1,"01582",false,
173,PO4297,2025-10-17 11:33:38.428,2025-10-17 11:33:38.428,ES755-A2501,,"8-008099110249",,1,"01545",false,
170,PO4581,2025-10-17 11:18:31.582,2025-10-17 11:18:31.582,ES755-A2501,"",NDK-500VA IEC,"",1,"024582832715300048",false,203176
168,PO4581,2025-10-17 11:17:19.593,2025-10-17 11:17:19.593,ES755-A2501,"",NKD-500VA IEC,"",1,"024582832715300046",false,203176
